"","index","date","week","weekday","area","count","rabate","price","operator","driver","delivery_min","temperature","wine_ordered","wine_delivered","wrongpizza","quality"
"871",871,2014-03-23,12,7,"Brent",3,FALSE,37.97,"Allanah","Taylor",27.9,53.4,0,0,FALSE,"high"
"872",872,2014-03-23,12,7,"Brent",4,TRUE,51.264,"Allanah","Butcher",9.1,56.2,0,0,FALSE,NA
"873",873,2014-03-23,12,7,"Camden",4,TRUE,64.98,"Allanah","Taylor",38.3,28.8,1,1,FALSE,"low"
"874",874,2014-03-23,12,7,"Brent",1,FALSE,15.99,"Rhonda","Taylor",26.2,51.1,0,0,FALSE,"medium"
"875",875,2014-03-23,12,7,"Westminster",3,FALSE,41.97,"Allanah","Carpenter",31.4,32.2,0,0,FALSE,"low"
"876",876,2014-03-23,12,7,"Brent",2,FALSE,27.98,"Rhonda","Butcher",10.9,55.2,0,0,FALSE,NA
"877",877,2014-03-23,12,7,"Camden",3,FALSE,41.97,"Allanah","Taylor",37.2,42.8,0,0,FALSE,NA
"878",878,2014-03-23,12,7,"Camden",5,TRUE,61.155,"Allanah","Taylor",29,55.5,0,0,FALSE,"high"
"879",879,2014-03-23,12,7,"Westminster",2,FALSE,65.79,"Rhonda","Carpenter",25.4,52.3,1,1,FALSE,NA
"880",880,2014-03-23,12,7,"Westminster",2,FALSE,69.12,"Rhonda","Butcher",30.5,47.5,1,1,FALSE,"medium"
"881",881,2014-03-23,12,7,"Brent",2,FALSE,30.98,"Rhonda","Butcher",11.4,56.5,0,0,FALSE,"high"
"882",882,2014-03-23,12,7,"Brent",2,FALSE,29.98,"Rhonda","Butcher",9.7,55.5,0,0,FALSE,NA
"883",883,2014-03-23,12,7,"Brent",3,FALSE,37.97,"Allanah","Butcher",9.8,62.9,0,0,FALSE,"high"
"884",884,2014-03-23,12,7,"Brent",3,FALSE,39.97,"Allanah","Butcher",14.1,40.7,0,0,FALSE,"medium"
"885",885,2014-03-23,12,7,"Westminster",1,FALSE,12.99,"Rhonda","Carpenter",34.1,47.8,0,0,FALSE,"medium"
"886",886,2014-03-23,12,7,"Westminster",4,TRUE,55.764,"Rhonda","Hunter",38.7,51.1,0,0,FALSE,"medium"
"887",887,2014-03-23,12,7,"Camden",6,TRUE,73.746,"Rhonda","Taylor",24.7,50.2,0,0,FALSE,"medium"
"888",888,2014-03-23,12,7,"Brent",3,FALSE,43.97,"Rhonda","Butcher",10.5,56.7,0,0,FALSE,"high"
"889",889,2014-03-23,12,7,"Brent",2,FALSE,28.98,"Rhonda","Hunter",9.2,53.9,0,0,FALSE,"medium"
"890",890,2014-03-23,12,7,"Brent",2,FALSE,52.52,"Rhonda","Hunter",18.3,53.6,1,0,FALSE,"medium"
"891",891,2014-03-24,13,1,"Camden",5,TRUE,59.355,"Allanah","Taylor",35.9,31.4,0,0,FALSE,"low"
"892",892,2014-03-24,13,1,"Brent",4,TRUE,47.664,"Allanah","Hunter",19,54.8,0,0,FALSE,NA
"893",893,2014-03-24,13,1,"Camden",2,FALSE,29.98,"Rhonda","Taylor",31.4,54.3,0,0,FALSE,NA
"894",894,2014-03-24,13,1,"Westminster",5,TRUE,69.255,"Allanah","Carpenter",35.7,NA,0,0,FALSE,"low"
"895",895,2014-03-24,13,1,"Westminster",4,TRUE,76.815,"Allanah","Taylor",17.8,58.2,1,0,FALSE,NA
"896",896,2014-03-24,13,1,"Westminster",4,TRUE,52.164,"Allanah","Carpenter",31.2,53.1,0,0,FALSE,"high"
"897",897,2014-03-24,13,1,"Westminster",2,FALSE,30.98,"Rhonda","Carpenter",37.4,45.3,0,0,FALSE,"medium"
"898",898,2014-03-24,13,1,"Camden",2,FALSE,28.98,"Allanah","Taylor",42.2,41.2,0,0,FALSE,NA
"899",899,2014-03-24,13,1,"Camden",4,TRUE,89.523,"Rhonda","Carpenter",35,50.4,1,1,FALSE,"medium"
"900",900,2014-03-24,13,1,"Brent",3,FALSE,71.36,"Rhonda","Hunter",18.6,59.7,1,1,FALSE,"high"
"901",901,2014-03-24,13,1,"Brent",5,TRUE,68.355,"Rhonda","Carpenter",33.3,53.2,0,0,FALSE,"medium"
"902",902,2014-03-24,13,1,"Brent",1,FALSE,11.99,"Allanah","Carpenter",27.9,35.5,0,0,FALSE,"medium"
"903",903,2014-03-24,13,1,"Camden",3,FALSE,43.97,"Allanah","Carpenter",40,43.6,0,0,FALSE,"medium"
"904",904,2014-03-24,13,1,"Westminster",2,FALSE,66.36,"Rhonda","Carpenter",35.2,50.3,1,1,FALSE,"medium"
"905",905,2014-03-24,13,1,"Westminster",3,FALSE,41.97,"Rhonda","Carpenter",36.3,54.4,0,0,FALSE,"medium"
"906",906,2014-03-24,13,1,"Westminster",2,FALSE,26.98,"Rhonda","Carpenter",25.1,58.6,0,0,FALSE,"high"
"907",907,2014-03-24,13,1,"Westminster",5,TRUE,56.655,"Allanah","Carpenter",32.8,NA,0,0,FALSE,"high"
"908",908,2014-03-24,13,1,"Westminster",4,TRUE,48.564,"Allanah","Hunter",28.5,60.5,0,0,FALSE,"high"
"909",909,2014-03-24,13,1,"Brent",2,FALSE,29.98,"Allanah","Hunter",13.9,43.5,0,0,FALSE,"medium"
"910",910,2014-03-24,13,1,"Camden",5,TRUE,85.977,"Rhonda","Carpenter",34.6,53.5,1,1,FALSE,"medium"
"911",911,2014-03-24,13,1,"Brent",5,TRUE,62.055,"Rhonda","Carpenter",11.6,59.8,0,0,FALSE,"high"
"912",912,2014-03-24,13,1,"Camden",2,FALSE,23.98,NA,"Taylor",41.7,46.7,0,0,FALSE,"medium"
"913",913,2014-03-24,13,1,"Brent",3,FALSE,37.97,"Allanah","Hunter",11.7,44.1,0,0,FALSE,"medium"
"914",914,2014-03-24,13,1,"Camden",5,TRUE,57.555,"Allanah","Taylor",32.5,35.2,0,0,FALSE,"medium"
"915",915,2014-03-24,13,1,"Brent",4,TRUE,52.164,"Rhonda","Hunter",11.6,63.1,0,0,FALSE,NA
"916",916,2014-03-24,13,1,"Westminster",6,TRUE,114.408,"Rhonda","Carpenter",47,43.8,1,1,FALSE,"medium"
"917",917,2014-03-24,13,1,"Camden",3,FALSE,45.97,"Allanah","Taylor",19.5,61.3,0,0,FALSE,"high"
"918",918,2014-03-24,13,1,"Westminster",2,FALSE,31.98,"Allanah","Carpenter",50.2,36.2,0,0,FALSE,"medium"
"919",919,2014-03-25,13,2,"Camden",3,TRUE,31.976,"Allanah","Farmer",11.9,61.8,0,0,FALSE,"high"
"920",920,2014-03-25,13,2,"Brent",2,TRUE,22.384,"Allanah","Farmer",11.4,41.6,0,0,FALSE,"medium"
"921",921,2014-03-25,13,2,"Brent",3,TRUE,34.376,"Rhonda","Farmer",14.2,57.4,0,0,FALSE,"high"
"922",922,2014-03-25,13,2,"Brent",4,TRUE,40.2912,"Allanah","Farmer",10.1,59.6,0,0,FALSE,"high"
"923",923,2014-03-25,13,2,"Westminster",5,TRUE,43.164,"Rhonda","Farmer",28.2,52.9,0,0,FALSE,NA
"924",924,2014-03-25,13,2,"Westminster",1,TRUE,11.192,"Rhonda","Hunter",22.1,51.9,0,0,FALSE,"medium"
"925",925,2014-03-25,13,2,"Brent",4,TRUE,35.9712,"Allanah","Hunter",12,57,0,0,FALSE,NA
"926",926,2014-03-25,13,2,"Camden",3,TRUE,57.424,"Allanah","Taylor",21.2,51.4,1,1,TRUE,"low"
"927",927,2014-03-25,13,2,"Brent",7,TRUE,66.1896,"Allanah","Hunter",11.3,58.7,0,0,FALSE,"high"
"928",928,2014-03-25,13,2,"Camden",1,TRUE,11.192,"Allanah","Taylor",41.6,NA,0,0,FALSE,"medium"
"929",929,2014-03-25,13,2,"Camden",2,TRUE,19.184,"Allanah","Taylor",16.8,53.9,0,0,FALSE,"high"
"930",930,2014-03-25,13,2,"Camden",4,TRUE,38.1312,"Rhonda","Farmer",10.9,63.5,0,0,FALSE,NA
"931",931,2014-03-25,13,2,"Brent",4,TRUE,61.0056,"Allanah","Hunter",16.9,56.5,1,1,FALSE,"high"
"932",932,2014-03-25,13,2,"Camden",1,TRUE,38.968,"Rhonda","Farmer",19.4,57.1,1,1,FALSE,"high"
"933",933,2014-03-25,13,2,"Brent",4,TRUE,39.5712,"Allanah","Taylor",19.4,60.5,0,0,FALSE,"high"
"934",934,2014-03-25,13,2,"Camden",7,TRUE,68.3496,"Allanah","Taylor",31.1,52.2,0,0,FALSE,"high"
"935",935,2014-03-25,13,2,"Brent",2,TRUE,19.184,"Rhonda","Hunter",9.4,57.6,0,0,FALSE,"high"
"936",936,2014-03-25,13,2,"Brent",4,TRUE,59.0616,"Allanah","Hunter",9.9,39.4,1,1,FALSE,"medium"
"937",937,2014-03-25,13,2,"Camden",5,TRUE,51.084,"Rhonda","Farmer",23.7,55.9,0,0,FALSE,"high"
"938",938,2014-03-25,13,2,"Brent",4,TRUE,41.7312,"Allanah","Farmer",16.2,42.9,0,0,FALSE,"medium"
"939",939,2014-03-25,13,2,"Camden",3,TRUE,54.304,"Rhonda","Taylor",38,NA,1,1,FALSE,NA
"940",940,2014-03-25,13,2,"Brent",6,TRUE,58.2768,"Rhonda","Hunter",21.9,58.9,0,0,FALSE,"high"
"941",941,2014-03-25,13,2,"Brent",3,TRUE,30.376,"Rhonda","Hunter",18.1,57.9,0,0,FALSE,"high"
"942",942,2014-03-25,13,2,"Camden",4,TRUE,66.5928,"Rhonda","Farmer",17.8,59,1,1,FALSE,"high"
"943",943,NA,NA,NA,"Camden",3,TRUE,35.176,"Rhonda","Taylor",24.6,58.9,0,0,FALSE,NA
"944",944,2014-03-25,13,2,"Camden",3,TRUE,32.776,"Rhonda","Farmer",25.1,55.8,0,0,FALSE,NA
"945",945,2014-03-25,13,2,"Brent",4,TRUE,42.4512,"Rhonda","Hunter",21.6,56.2,0,0,FALSE,"high"
"946",946,2014-03-25,13,2,"Camden",7,TRUE,76.9896,"Rhonda","Farmer",18.1,61.1,0,0,FALSE,"high"
"947",947,2014-03-25,13,2,"Brent",4,TRUE,38.8512,"Allanah","Hunter",12.9,57.9,0,0,FALSE,"high"
"948",948,2014-03-25,13,2,"Westminster",6,TRUE,58.9968,"Allanah","Farmer",16,40.4,0,0,FALSE,NA
"949",949,2014-03-25,13,2,"Camden",2,TRUE,23.984,"Allanah","Farmer",11.6,58.4,0,0,FALSE,"high"
"950",950,2014-03-25,13,2,"Camden",2,TRUE,19.184,"Rhonda","Taylor",32.5,49.6,0,0,FALSE,"medium"
"951",951,2014-03-25,13,2,"Brent",2,TRUE,55.56,"Allanah","Hunter",14.1,42.5,1,1,FALSE,"medium"
"952",952,2014-03-26,13,3,"Camden",4,TRUE,79.947,"Allanah","Taylor",22.5,54.6,1,1,FALSE,"high"
"953",953,2014-03-26,13,3,"Brent",3,FALSE,34.97,"Maria","Hunter",11.5,55.1,0,0,FALSE,NA
"954",954,2014-03-26,13,3,"Camden",3,FALSE,72.5,"Allanah","Farmer",22.6,55.3,1,0,FALSE,"high"
"955",955,2014-03-26,13,3,"Westminster",3,FALSE,44.97,"Maria","Hunter",16.3,56.1,0,0,FALSE,NA
"956",956,NA,NA,NA,"Camden",3,FALSE,43.97,"Allanah","Farmer",19.2,60.8,0,0,FALSE,"high"
"957",957,2014-03-26,13,3,"Westminster",4,TRUE,42.264,"Allanah","Farmer",30.5,34.5,0,0,FALSE,"low"
"958",958,2014-03-26,13,3,"Camden",3,FALSE,49.97,"Maria","Farmer",15.2,57,0,0,FALSE,"high"
"959",959,2014-03-26,13,3,"Camden",1,FALSE,11.99,"Maria","Farmer",22.8,54.8,0,0,FALSE,"high"
"960",960,2014-03-26,13,3,"Camden",2,FALSE,27.98,"Maria","Farmer",20.9,54.2,0,0,FALSE,"high"
"961",961,2014-03-26,13,3,"Camden",4,TRUE,48.564,"Allanah","Farmer",13.3,60.3,0,0,FALSE,NA
"962",962,2014-03-26,13,3,"Brent",2,FALSE,25.98,"Maria","Hunter",16.9,58.2,0,0,FALSE,"high"
"963",963,2014-03-26,13,3,"Camden",4,TRUE,47.664,"Allanah","Farmer",18.9,57.5,0,0,FALSE,"high"
"964",964,NA,NA,NA,"Camden",4,TRUE,50.364,"Maria","Taylor",36.3,51.1,0,0,FALSE,"high"
"965",965,2014-03-26,13,3,"Brent",4,TRUE,53.964,"Maria","Hunter",11.8,60.7,0,0,FALSE,"high"
"966",966,2014-03-26,13,3,"Brent",3,FALSE,41.97,"Maria","Hunter",14.1,54,0,0,FALSE,"high"
"967",967,2014-03-26,13,3,"Camden",3,FALSE,72.93,"Allanah","Farmer",31.2,53.8,1,1,FALSE,"high"
"968",968,2014-03-26,13,3,"Brent",2,FALSE,27.98,"Allanah","Farmer",16.3,43.5,0,0,FALSE,"medium"
"969",969,NA,NA,NA,"Camden",2,FALSE,28.98,"Maria","Farmer",31.2,44.2,0,0,FALSE,"high"
"970",970,2014-03-26,13,3,"Camden",3,FALSE,41.97,"Maria","Taylor",22.2,53.4,0,0,FALSE,"high"
"971",971,2014-03-26,13,3,"Camden",4,TRUE,47.664,"Allanah","Farmer",10,58.3,0,0,FALSE,"high"
"972",972,2014-03-26,13,3,"Brent",5,TRUE,54.855,"Allanah","Farmer",12.5,40.8,0,0,FALSE,"medium"
"973",973,2014-03-26,13,3,"Camden",5,TRUE,69.255,"Allanah","Farmer",20.2,57.3,0,0,FALSE,"high"
"974",974,2014-03-26,13,3,"Camden",3,FALSE,40.97,"Allanah","Taylor",14.9,40.9,0,0,FALSE,NA
"975",975,2014-03-26,13,3,"Camden",2,FALSE,24.98,"Allanah","Farmer",29.2,51.8,0,0,FALSE,"high"
"976",976,2014-03-26,13,3,"Camden",5,TRUE,62.055,"Allanah","Farmer",19.1,61,0,0,FALSE,"high"
"977",977,2014-03-26,13,3,"Brent",3,FALSE,42.97,"Maria","Hunter",12.4,60.1,0,0,FALSE,"high"
"978",978,2014-03-26,13,3,"Camden",2,FALSE,27.98,"Maria","Farmer",16.4,55.3,0,0,FALSE,"high"
"979",979,2014-03-26,13,3,"Camden",4,TRUE,52.164,"Allanah","Farmer",25.8,53.4,0,0,FALSE,"high"
"980",980,2014-03-26,13,3,"Camden",3,FALSE,47.97,"Maria","Farmer",30,54.4,0,0,FALSE,NA
"981",981,2014-03-26,13,3,"Brent",1,FALSE,13.99,"Allanah","Hunter",18.3,53.9,0,0,FALSE,"high"
"982",982,NA,NA,NA,"Camden",2,FALSE,24.98,"Maria","Farmer",26.1,53.1,0,0,TRUE,"high"
"983",983,2014-03-26,13,3,"Camden",3,FALSE,34.97,"Allanah","Taylor",33.7,50.9,0,0,FALSE,"high"
"984",984,2014-03-26,13,3,"Camden",3,FALSE,39.97,"Allanah","Farmer",22.1,55.3,0,0,FALSE,"high"
"985",985,2014-03-26,13,3,"Brent",3,FALSE,68.13,"Allanah","Taylor",25.2,53,1,1,FALSE,"high"
"986",986,2014-03-26,13,3,"Brent",4,TRUE,46.764,"Allanah","Hunter",16.2,40.3,0,0,FALSE,"medium"
"987",987,2014-03-26,13,3,"Brent",3,FALSE,39.97,"Maria","Hunter",16,58.3,0,0,FALSE,"high"
"988",988,2014-03-26,13,3,"Camden",2,FALSE,28.98,"Allanah","Taylor",29.8,52,0,0,FALSE,"high"
"989",989,2014-03-26,13,3,"Camden",6,TRUE,72.846,"Allanah","Taylor",31.8,33.3,0,0,TRUE,"low"
"990",990,2014-03-27,13,4,"Camden",2,FALSE,22.98,"Maria","Carter",53.2,NA,0,0,FALSE,"high"
"991",991,2014-03-27,13,4,"Westminster",2,FALSE,28.98,"Allanah","Carpenter",22.4,58,0,0,FALSE,"high"
"992",992,2014-03-27,13,4,"Camden",2,FALSE,65.75,"Allanah","Miller",18.1,56.2,1,1,FALSE,"high"
"993",993,2014-03-27,13,4,"Camden",2,FALSE,59.24,"Allanah","Miller",29.1,56.9,1,1,FALSE,"high"
"994",994,2014-03-27,13,4,"Westminster",2,FALSE,70.78,"Allanah","Carpenter",25.8,38.5,1,1,FALSE,"medium"
"995",995,2014-03-27,13,4,"Camden",2,FALSE,32.98,NA,"Miller",15.6,59.1,0,0,FALSE,"high"
"996",996,2014-03-27,13,4,"Brent",2,FALSE,25.98,"Maria","Carter",22.5,59,0,0,FALSE,"high"
"997",997,2014-03-27,13,4,"Westminster",7,TRUE,129.546,"Allanah","Carpenter",28,38.1,1,1,FALSE,"medium"
"998",998,2014-03-27,13,4,"Brent",3,FALSE,40.97,"Allanah","Carter",25.3,53.9,0,0,FALSE,NA
"999",999,2014-03-27,13,4,"Camden",2,FALSE,55.3,"Allanah","Carter",32.4,44.9,1,1,FALSE,"medium"
"1000",1000,2014-03-27,13,4,"Westminster",6,TRUE,68.346,"Maria","Carpenter",46.4,43.6,0,0,FALSE,"high"
"1001",1001,2014-03-27,13,4,NA,3,FALSE,39.97,"Allanah","Carpenter",32.2,NA,0,0,FALSE,"high"
"1002",1002,2014-03-27,13,4,"Westminster",3,FALSE,44.97,"Maria","Carpenter",36.6,52.7,0,0,FALSE,"high"
"1003",1003,2014-03-27,13,4,"Brent",5,TRUE,67.455,"Allanah","Carter",13.6,58.6,0,0,FALSE,"high"
"1004",1004,2014-03-27,13,4,"Brent",3,FALSE,42.97,"Allanah","Carter",11.5,60.5,0,0,FALSE,"high"
"1005",1005,2014-03-27,13,4,"Westminster",1,FALSE,48.37,"Maria","Carpenter",39.1,44.1,1,1,TRUE,"medium"
"1006",1006,2014-03-27,13,4,"Westminster",1,FALSE,13.99,"Maria","Carpenter",23.2,54.7,0,0,FALSE,"high"
"1007",1007,2014-03-27,13,4,"Camden",3,FALSE,40.97,"Allanah","Carpenter",14.6,41.2,0,0,FALSE,"medium"
"1008",1008,2014-03-27,13,4,"Brent",5,TRUE,64.755,"Maria","Carter",11.9,57.7,0,0,FALSE,"high"
"1009",1009,2014-03-27,13,4,"Westminster",2,FALSE,27.98,"Allanah","Miller",23.2,58.3,0,0,FALSE,"high"
"1010",1010,2014-03-27,13,4,"Camden",2,FALSE,23.98,"Allanah","Miller",14.5,40.1,0,0,FALSE,"medium"
"1011",1011,2014-03-27,13,4,"Westminster",2,FALSE,28.98,"Allanah","Miller",27.2,38.2,0,0,FALSE,"medium"
"1012",1012,2014-03-27,13,4,"Westminster",1,FALSE,46.81,"Maria","Carpenter",42.9,NA,1,1,TRUE,"low"
"1013",1013,2014-03-27,13,4,"Camden",3,FALSE,48.97,"Maria","Carter",29.6,54.5,0,0,FALSE,"high"
"1014",1014,2014-03-27,13,4,"Westminster",3,FALSE,87.5,"Allanah","Miller",25,56,1,1,FALSE,NA
"1015",1015,2014-03-27,13,4,"Westminster",5,TRUE,69.255,"Maria","Carpenter",21.8,59.4,0,0,FALSE,NA
"1016",1016,2014-03-27,13,4,"Camden",5,TRUE,61.155,"Maria","Miller",40.5,50.9,0,0,TRUE,"high"
"1017",1017,2014-03-27,13,4,"Camden",6,TRUE,80.046,"Maria","Carter",37.8,47.8,0,0,FALSE,"high"
"1018",1018,2014-03-27,13,4,"Westminster",3,FALSE,79.08,"Allanah","Carpenter",32.7,34.1,1,1,FALSE,"low"
"1019",1019,2014-03-27,13,4,"Westminster",3,FALSE,81.16,"Maria","Carpenter",32.5,46.3,1,1,FALSE,"high"
"1020",1020,2014-03-27,13,4,"Westminster",2,FALSE,29.98,"Maria","Miller",32.4,52.2,0,0,FALSE,"high"
"1021",1021,2014-03-27,13,4,"Westminster",3,FALSE,38.97,"Maria","Carpenter",26,55.3,0,0,TRUE,"high"
"1022",1022,2014-03-27,13,4,"Westminster",1,FALSE,49.05,"Maria","Miller",28.3,50.7,1,0,FALSE,"high"
"1023",1023,2014-03-27,13,4,"Westminster",3,FALSE,44.97,"Maria","Carpenter",26.7,52.5,0,0,FALSE,"high"
"1024",1024,2014-03-27,13,4,"Westminster",5,TRUE,58.455,"Maria","Carpenter",32.6,49,0,0,FALSE,"high"
"1025",1025,2014-03-27,13,4,"Brent",2,FALSE,23.98,"Allanah","Carter",24,37.2,0,0,FALSE,"medium"
"1026",1026,2014-03-27,13,4,"Westminster",3,FALSE,38.97,"Allanah","Miller",34.7,51.3,0,0,FALSE,"high"
"1027",1027,2014-03-28,13,5,"Westminster",4,TRUE,53.964,"Rhonda","Miller",21.6,46.8,0,0,FALSE,"medium"
"1028",1028,2014-03-28,13,5,"Brent",3,FALSE,47.97,"Maria","Carter",10.8,51.1,0,0,FALSE,"high"
"1029",1029,2014-03-28,13,5,"Westminster",5,TRUE,62.955,"Maria","Carpenter",39.8,43.3,0,0,FALSE,"high"
"1030",1030,2014-03-28,13,5,"Westminster",4,TRUE,74.421,"Maria","Carpenter",40.5,36.3,1,0,FALSE,"high"
"1031",1031,2014-03-28,13,5,"Brent",6,TRUE,80.946,"Rhonda","Carter",40.4,37.3,0,0,FALSE,"low"
"1032",1032,2014-03-28,13,5,"Westminster",5,TRUE,69.255,"Rhonda","Carpenter",35.8,38.8,0,0,FALSE,"low"
"1033",1033,2014-03-28,13,5,"Westminster",3,FALSE,65.47,"Rhonda","Miller",23.2,46.2,1,0,FALSE,"medium"
"1034",1034,2014-03-28,13,5,"Westminster",1,FALSE,13.99,"Maria","Miller",33.9,36.3,0,0,FALSE,"high"
"1035",1035,2014-03-28,13,5,"Camden",4,TRUE,47.664,"Maria","Carter",25.9,47,0,0,FALSE,"high"
"1036",1036,2014-03-28,13,5,"Brent",3,FALSE,38.97,"Maria","Carter",37.4,41.1,0,0,FALSE,"high"
"1037",1037,2014-03-28,13,5,"Westminster",3,FALSE,64.27,"Rhonda","Miller",24.8,46.9,1,1,FALSE,"medium"
"1038",1038,2014-03-28,13,5,"Westminster",6,TRUE,81.846,"Rhonda","Miller",36.4,47.5,0,0,FALSE,"medium"
"1039",1039,2014-03-28,13,5,"Westminster",2,FALSE,55.64,"Maria","Carpenter",50.1,25.5,1,1,FALSE,"medium"
"1040",1040,2014-03-28,13,5,"Brent",3,FALSE,44.97,"Maria","Carter",9.5,48.1,0,0,FALSE,"high"
"1041",1041,2014-03-28,13,5,"Camden",4,TRUE,44.964,"Maria","Miller",23.3,49.6,0,0,FALSE,"high"
"1042",1042,2014-03-28,13,5,"Camden",6,TRUE,80.946,"Maria","Carpenter",30,47,0,0,FALSE,"high"
"1043",1043,2014-03-28,13,5,"Camden",5,TRUE,63.855,"Maria","Miller",15.9,54.3,0,0,FALSE,"high"
"1044",1044,2014-03-28,13,5,"Camden",6,TRUE,75.546,"Maria","Carpenter",34,44.8,0,0,FALSE,"high"
"1045",1045,2014-03-28,13,5,"Westminster",2,FALSE,24.98,"Rhonda","Carpenter",61.1,23.7,0,0,FALSE,"low"
"1046",1046,2014-03-28,13,5,"Camden",2,FALSE,30.98,"Rhonda","Miller",21.4,46.7,0,0,FALSE,"medium"
"1047",1047,2014-03-28,13,5,"Westminster",3,FALSE,44.97,"Rhonda","Carpenter",23.1,49.7,0,0,FALSE,"medium"
"1048",1048,2014-03-28,13,5,"Camden",2,FALSE,31.98,"Rhonda","Carpenter",29.1,48.9,0,0,FALSE,"medium"
"1049",1049,2014-03-28,13,5,"Brent",2,FALSE,22.98,"Maria","Carpenter",15,49.6,0,0,FALSE,"high"
"1050",1050,2014-03-28,13,5,"Westminster",4,TRUE,54.864,"Maria","Carpenter",32.8,42.3,0,0,TRUE,"medium"
"1051",1051,2014-03-28,13,5,"Westminster",3,FALSE,43.97,"Maria","Miller",36.7,NA,0,0,FALSE,"high"
"1052",1052,2014-03-28,13,5,"Westminster",5,TRUE,98.262,"Rhonda","Carpenter",61.9,25.7,1,1,FALSE,NA
"1053",1053,2014-03-28,13,5,"Westminster",6,TRUE,71.946,"Maria","Carpenter",29.1,46.2,0,0,TRUE,NA
"1054",1054,2014-03-28,13,5,"Brent",4,TRUE,44.964,"Maria","Carter",38.4,39.5,0,0,FALSE,"high"
"1055",1055,2014-03-28,13,5,"Camden",3,FALSE,43.97,"Maria","Carpenter",12.9,49.6,0,0,FALSE,"high"
"1056",1056,2014-03-28,13,5,NA,4,TRUE,49.464,"Maria","Miller",23.7,47.9,0,0,FALSE,"high"
"1057",1057,2014-03-28,13,5,"Camden",2,FALSE,32.98,"Maria","Miller",9.4,52.7,0,0,FALSE,"high"
"1058",1058,2014-03-28,13,5,"Camden",2,FALSE,31.98,"Maria","Miller",23,50.7,0,0,TRUE,NA
"1059",1059,NA,NA,NA,"Westminster",8,TRUE,98.028,"Maria","Carter",35.7,46.1,0,0,TRUE,"medium"
"1060",1060,2014-03-28,13,5,"Westminster",5,TRUE,65.655,"Rhonda","Carpenter",25.7,48.7,0,0,TRUE,"low"
"1061",1061,2014-03-28,13,5,"Camden",7,TRUE,88.137,"Rhonda","Miller",23.8,50.2,0,0,FALSE,"medium"
"1062",1062,2014-03-28,13,5,"Westminster",1,FALSE,12.99,"Maria","Carpenter",26.5,41.3,0,0,NA,"high"
"1063",1063,2014-03-28,13,5,"Westminster",4,TRUE,57.564,"Rhonda","Carpenter",29.6,50.3,0,0,FALSE,"medium"
"1064",1064,2014-03-28,13,5,"Brent",5,TRUE,62.955,"Rhonda","Carter",26.3,48.5,0,0,FALSE,"medium"
"1065",1065,2014-03-28,13,5,"Brent",4,TRUE,44.064,"Rhonda","Carter",24.3,45.7,0,0,FALSE,NA
"1066",1066,2014-03-28,13,5,"Camden",6,TRUE,75.546,"Rhonda","Miller",18.8,52.3,0,0,FALSE,"medium"
"1067",1067,2014-03-28,13,5,"Westminster",4,TRUE,46.764,"Rhonda","Carpenter",38.4,38.8,0,0,FALSE,NA
"1068",1068,2014-03-28,13,5,"Brent",5,TRUE,65.655,"Rhonda","Carter",23.7,49.7,0,0,FALSE,"medium"
"1069",1069,2014-03-28,13,5,"Westminster",6,TRUE,91.53,"Rhonda","Miller",26.9,49.5,1,1,FALSE,"medium"
"1070",1070,2014-03-28,13,5,"Brent",2,FALSE,22.98,"Maria","Carter",31,42.1,0,0,FALSE,NA
"1071",1071,2014-03-28,13,5,"Camden",6,TRUE,75.546,"Rhonda","Carter",40.2,43.5,0,0,FALSE,"medium"
"1072",1072,2014-03-28,13,5,"Brent",6,TRUE,71.046,"Maria","Carter",37.1,44.6,0,0,FALSE,"high"
"1073",1073,2014-03-28,13,5,"Brent",4,TRUE,53.964,"Maria","Carpenter",25.1,46.2,0,0,FALSE,"high"
"1074",1074,2014-03-29,13,6,"Brent",4,TRUE,51.264,"Rhonda","Miller",26.3,49.1,0,0,FALSE,"medium"
"1075",1075,2014-03-29,13,6,"Westminster",4,TRUE,79.929,"Rhonda","Carpenter",36.6,43.6,1,1,FALSE,"medium"
"1076",1076,2014-03-29,13,6,"Brent",NA,NA,NA,"Rhonda","Carter",29.7,45.8,NA,NA,FALSE,"medium"
"1077",1077,2014-03-29,13,6,"Westminster",5,TRUE,70.155,"Rhonda","Carpenter",65.6,19.3,0,0,FALSE,"low"
"1078",1078,2014-03-29,13,6,"Brent",3,FALSE,39.97,"Maria","Hunter",19.4,47,0,0,FALSE,"high"
"1079",1079,2014-03-29,13,6,"Brent",5,TRUE,53.055,"Rhonda","Hunter",26.4,46.9,0,0,FALSE,"medium"
"1080",1080,2014-03-29,13,6,"Westminster",2,FALSE,23.98,"Maria","Carpenter",36.4,36.3,0,0,FALSE,"high"
"1081",1081,2014-03-29,13,6,"Westminster",4,TRUE,71.847,"Maria","Carpenter",48.3,30.7,1,1,FALSE,"medium"
"1082",1082,2014-03-29,13,6,"Westminster",4,TRUE,45.864,"Rhonda","Carpenter",37,NA,0,0,FALSE,"low"
"1083",1083,2014-03-29,13,6,"Westminster",3,FALSE,43.97,"Rhonda","Carpenter",29,41.7,0,0,FALSE,"low"
"1084",1084,2014-03-29,13,6,"Brent",4,TRUE,58.464,"Maria","Hunter",20.5,50,0,0,FALSE,"high"
